competition,MP_min,PIR
acb,4.0,-1
acb,7.05,-1
acb,0.0,0
acb,6.5,1
acb,0.0,0
acb,9.6,3
acb,5.0,1
acb,0.0,0
acb,7.15,4
acb,0.0,0
acb,18.05,18
acb,18.633333333333333,6
acb,16.383333333333333,4
acb,19.766666666666666,7
acb,29.066666666666666,16
acb,20.516666666666666,13
acb,21.166666666666668,12
acb,26.383333333333333,19
acb,22.966666666666665,2
acb,23.933333333333334,8
acb,21.383333333333333,6
acb,26.55,21
acb,28.916666666666668,16
acb,25.666666666666668,0
acb,28.066666666666666,7
acb,25.883333333333333,15
acb,23.15,15
acb,21.533333333333335,6
acb,27.183333333333334,-5
acb,26.316666666666666,4
acb,10.733333333333333,-2
acb,3.716666666666667,-1
acb,0.0,0
acb,8.283333333333333,-3
acb,0.2833333333333333,0
acb,3.8,0
acb,8.016666666666667,7
acb,14.433333333333334,15
acb,10.366666666666667,4
acb,9.566666666666666,-1
acb,12.7,7
acb,11.35,-1
acb,10.116666666666667,1
acb,11.35,7
acb,8.916666666666666,-3
acb,11.7,-3
acb,16.783333333333335,6
acb,13.55,-1
acb,19.15,1
acb,22.766666666666666,-2
acb,26.3,16
acb,14.266666666666667,3
acb,23.65,8
acb,24.766666666666666,2
acb,6.716666666666667,-3
acb,21.333333333333332,6
acb,24.866666666666667,9
acb,19.616666666666667,8
acb,23.55,10
acb,31.966666666666665,9
acb,14.7,-3
acb,16.866666666666667,6
acb,19.733333333333334,12
acb,18.416666666666668,4
acb,20.166666666666668,8
acb,13.65,11
acb,0.0,0
acb,16.283333333333335,16
acb,23.433333333333334,19
acb,18.133333333333333,12
acb,15.816666666666666,7
acb,19.25,9
acb,19.233333333333334,17
acb,18.366666666666667,16
acb,6.1,0
acb,17.183333333333334,11
acb,13.85,9
acb,18.5,7
acb,9.116666666666667,2
acb,11.6,5
acb,15.166666666666666,-7
acb,14.45,3
acb,10.416666666666666,5
acb,11.666666666666666,2
acb,18.766666666666666,5
acb,14.916666666666666,2
acb,25.683333333333334,21
acb,18.9,6
acb,32.36666666666667,14
acb,18.633333333333333,16
acb,27.566666666666666,17
acb,24.766666666666666,10
acb,29.75,4
acb,29.316666666666666,4
acb,20.316666666666666,5
acb,31.1,10
acb,15.216666666666667,4
acb,23.166666666666668,0
acb,21.183333333333334,2
acb,16.066666666666666,-1
acb,25.45,8
acb,3.2,-1
acb,2.55,-1
acb,0.0,0
acb,0.0,0
acb,20.633333333333333,12
acb,10.7,10
acb,13.55,10
acb,15.733333333333333,5
acb,15.5,11
acb,12.783333333333333,7
acb,18.533333333333335,11
acb,18.066666666666666,11
acb,18.133333333333333,11
acb,13.3,10
acb,13.983333333333333,-3
acb,19.783333333333335,11
acb,20.783333333333335,14
acb,0.0,0
acb,0.0,0
acb,8.583333333333334,7
acb,30.2,12
acb,15.683333333333334,14
acb,17.9,7
acb,16.5,3
acb,18.383333333333333,-1
acb,19.6,2
acb,14.8,1
acb,14.35,-2
acb,22.483333333333334,6
acb,24.65,11
acb,21.916666666666668,14
acb,27.25,14
acb,22.566666666666666,-2
acb,19.0,2
acb,21.033333333333335,7
acb,25.0,8
acb,18.166666666666668,1
acb,24.533333333333335,7
acb,10.9,9
acb,20.066666666666666,12
acb,15.966666666666667,9
acb,13.283333333333333,2
acb,7.716666666666667,1
acb,13.85,8
acb,0.0,0
acb,11.183333333333334,2
acb,10.366666666666667,0
acb,15.016666666666667,12
acb,14.983333333333333,11
acb,17.066666666666666,10
acb,16.55,6
acb,16.783333333333335,3
acb,16.466666666666665,10
acb,12.516666666666667,-1
acb,14.85,-4
acb,18.066666666666666,2
acb,27.933333333333334,3
acb,20.483333333333334,8
acb,18.516666666666666,6
acb,3.2666666666666666,-4
acb,11.883333333333333,0
acb,14.633333333333333,3
acb,13.2,-1
acb,25.366666666666667,16
acb,4.45,0
acb,15.333333333333334,5
acb,21.716666666666665,15
acb,18.983333333333334,16
acb,19.016666666666666,18
acb,21.066666666666666,19
acb,21.566666666666666,5
acb,19.916666666666668,15
acb,17.633333333333333,7
acb,12.55,-1
acb,5.1,3
acb,3.7,6
acb,8.066666666666666,6
acb,12.6,6
acb,0.0,0
acb,2.9333333333333336,1
acb,11.383333333333333,6
acb,23.566666666666666,11
acb,29.95,19
acb,21.983333333333334,15
acb,27.85,25
acb,21.25,26
acb,29.3,14
acb,21.916666666666668,12
acb,28.983333333333334,19
acb,22.766666666666666,24
acb,20.516666666666666,21
acb,32.5,22
acb,22.483333333333334,20
acb,22.166666666666668,33
acb,22.566666666666666,20
acb,13.1,12
acb,21.983333333333334,28
acb,16.45,5
acb,22.366666666666667,5
acb,22.05,11
acb,16.816666666666666,9
acb,19.983333333333334,-4
acb,17.85,9
acb,16.15,11
acb,20.666666666666668,12
acb,18.083333333333332,-2
acb,34.516666666666666,12
acb,19.983333333333334,-3
acb,20.483333333333334,7
acb,17.783333333333335,17
acb,24.65,1
acb,30.983333333333334,0
acb,13.916666666666666,16
acb,23.333333333333332,6
acb,2.6333333333333333,0
acb,4.883333333333333,0
acb,0.0,0
acb,4.216666666666667,5
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,24.05,21
acb,25.683333333333334,-1
acb,16.016666666666666,-6
acb,26.8,4
acb,23.883333333333333,13
acb,20.333333333333332,6
acb,19.85,18
acb,32.1,7
acb,30.866666666666667,0
acb,17.25,4
acb,20.3,10
acb,23.766666666666666,22
acb,24.633333333333333,-2
acb,26.333333333333332,10
acb,44.583333333333336,33
acb,20.033333333333335,10
acb,27.633333333333333,8
acb,19.316666666666666,0
acb,18.233333333333334,9
acb,19.933333333333334,4
acb,13.416666666666666,-1
acb,0.0,0
acb,19.3,7
acb,27.416666666666668,9
acb,31.383333333333333,12
acb,0.0,0
acb,22.333333333333332,7
acb,26.766666666666666,13
acb,24.066666666666666,9
acb,16.5,7
acb,19.983333333333334,22
acb,21.8,19
acb,22.566666666666666,22
acb,21.783333333333335,13
acb,9.866666666666667,0
acb,26.866666666666667,14
acb,18.833333333333332,15
acb,24.683333333333334,15
acb,22.25,4
acb,19.5,21
acb,0.0,0
acb,23.55,11
acb,14.066666666666666,15
acb,20.766666666666666,19
acb,17.016666666666666,-2
acb,24.766666666666666,28
acb,25.016666666666666,3
acb,19.733333333333334,11
acb,12.233333333333333,11
acb,20.866666666666667,12
acb,27.85,17
acb,23.066666666666666,13
acb,19.85,7
acb,26.033333333333335,15
acb,21.2,15
acb,22.75,10
acb,25.9,-4
acb,25.666666666666668,15
acb,25.966666666666665,14
acb,30.5,21
acb,31.45,15
acb,14.166666666666666,5
acb,28.866666666666667,1
acb,26.55,11
acb,23.3,5
acb,25.166666666666668,5
acb,16.483333333333334,0
acb,36.75,23
acb,23.35,14
acb,28.3,2
acb,29.15,12
acb,26.333333333333332,21
acb,27.65,13
acb,28.833333333333332,20
acb,16.616666666666667,9
acb,20.95,9
acb,13.25,-3
acb,20.516666666666666,16
acb,0.0,0
acb,22.1,4
acb,12.083333333333334,-4
acb,17.466666666666665,9
acb,12.133333333333333,-2
acb,13.283333333333333,-1
acb,10.066666666666666,6
acb,15.4,7
acb,19.866666666666667,9
acb,14.066666666666666,0
acb,19.55,7
acb,21.783333333333335,15
acb,19.85,9
acb,3.05,-2
acb,1.4666666666666668,-2
acb,17.283333333333335,8
acb,22.116666666666667,7
acb,16.15,7
acb,15.616666666666667,11
acb,19.266666666666666,3
acb,22.3,23
acb,26.466666666666665,12
acb,15.166666666666666,13
acb,20.216666666666665,13
acb,31.266666666666666,16
acb,18.766666666666666,13
acb,20.783333333333335,23
acb,30.133333333333333,22
acb,26.733333333333334,18
acb,26.633333333333333,18
acb,21.983333333333334,8
acb,19.85,19
acb,13.033333333333333,3
acb,11.033333333333333,9
acb,9.266666666666667,11
acb,17.05,9
acb,0.0,0
acb,20.816666666666666,13
acb,8.733333333333333,6
acb,23.466666666666665,8
acb,22.133333333333333,11
acb,16.216666666666665,13
acb,14.65,6
acb,15.416666666666666,13
acb,21.25,6
acb,0.0,0
acb,2.8166666666666664,-2
acb,0.0,0
acb,10.533333333333333,9
acb,4.6,0
acb,0.0,0
acb,7.766666666666667,9
acb,17.3,15
acb,2.9333333333333336,-1
acb,9.333333333333334,4
acb,10.8,0
acb,10.283333333333333,11
acb,10.216666666666667,3
acb,6.583333333333333,3
acb,0.0,0
acb,0.0,0
acb,9.816666666666666,3
acb,5.266666666666667,-1
acb,0.0,0
acb,12.133333333333333,12
acb,12.416666666666666,7
acb,14.833333333333334,1
acb,7.566666666666666,3
acb,14.65,8
acb,13.816666666666666,4
acb,16.833333333333332,0
acb,21.083333333333332,11
acb,14.25,3
acb,8.033333333333333,-8
acb,23.383333333333333,6
acb,26.95,14
acb,18.816666666666666,18
acb,0.0,0
acb,0.0,0
acb,15.15,14
acb,10.283333333333333,-2
acb,23.066666666666666,-3
acb,23.366666666666667,12
acb,25.316666666666666,13
acb,22.0,1
acb,23.433333333333334,3
acb,22.116666666666667,12
acb,27.733333333333334,17
acb,24.3,13
acb,21.966666666666665,-3
acb,25.216666666666665,26
acb,25.983333333333334,10
acb,23.216666666666665,7
acb,21.616666666666667,1
acb,23.216666666666665,15
acb,17.083333333333332,9
acb,35.05,11
acb,23.983333333333334,15
acb,12.783333333333333,6
acb,14.516666666666667,14
acb,15.15,9
acb,8.9,1
acb,23.95,7
acb,15.95,1
acb,13.316666666666666,9
acb,5.5,-1
acb,0.0,0
acb,9.633333333333333,5
acb,0.0,0
acb,0.0,0
acb,23.783333333333335,13
acb,18.95,4
acb,16.733333333333334,4
acb,22.066666666666666,5
acb,13.433333333333334,3
acb,0.0,0
acb,24.416666666666668,4
acb,19.866666666666667,11
acb,17.216666666666665,2
acb,24.55,10
acb,20.983333333333334,9
acb,27.3,18
acb,24.583333333333332,17
acb,24.2,9
acb,18.85,18
acb,27.283333333333335,7
acb,17.4,-3
acb,25.15,6
acb,26.2,16
acb,25.95,3
acb,14.966666666666667,8
acb,27.516666666666666,19
acb,21.266666666666666,11
acb,0.0,0
acb,0.0,0
acb,4.866666666666667,4
acb,7.333333333333333,-4
acb,0.0,0
acb,0.0,0
acb,12.716666666666667,0
acb,22.55,14
acb,21.483333333333334,10
acb,11.816666666666666,10
acb,24.616666666666667,12
acb,19.466666666666665,8
acb,18.416666666666668,18
acb,24.633333333333333,24
acb,22.783333333333335,20
acb,0.0,0
acb,10.35,-2
acb,14.45,-1
acb,9.75,-3
acb,7.45,-2
acb,7.5,5
acb,11.65,0
acb,31.333333333333332,6
acb,6.583333333333333,2
acb,5.016666666666667,-2
acb,0.0,0
acb,22.383333333333333,8
acb,30.616666666666667,10
acb,15.333333333333334,-4
acb,20.216666666666665,7
acb,21.25,-2
acb,25.85,4
acb,25.316666666666666,19
acb,26.683333333333334,22
acb,27.383333333333333,11
acb,28.65,4
acb,27.533333333333335,10
acb,22.0,1
acb,23.75,-1
acb,4.45,-3
acb,13.033333333333333,7
acb,15.483333333333333,0
acb,23.033333333333335,-1
acb,16.633333333333333,10
acb,24.816666666666666,13
acb,19.183333333333334,8
acb,21.633333333333333,17
acb,21.0,4
acb,26.033333333333335,5
acb,14.25,2
acb,24.133333333333333,20
acb,21.133333333333333,16
acb,24.033333333333335,7
acb,23.816666666666666,8
acb,14.383333333333333,0
acb,22.85,16
acb,20.916666666666668,7
acb,13.683333333333334,5
acb,17.7,7
acb,10.7,5
acb,11.05,9
acb,14.15,12
acb,16.483333333333334,4
acb,11.583333333333334,5
acb,20.85,2
acb,5.933333333333334,14
acb,16.85,15
acb,12.016666666666667,11
acb,12.783333333333333,8
acb,19.05,8
acb,17.05,1
acb,19.616666666666667,15
acb,10.483333333333333,5
acb,5.166666666666667,3
acb,14.616666666666667,7
acb,8.716666666666667,3
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,2.3166666666666664,-1
acb,4.966666666666667,-1
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,6.483333333333333,8
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,2.25,1
acb,1.2,0
acb,3.85,1
acb,3.3,0
acb,5.433333333333334,0
acb,0.0,0
acb,0.0,0
acb,32.266666666666666,13
acb,26.6,13
acb,27.166666666666668,32
acb,33.56666666666667,9
acb,26.2,18
acb,30.533333333333335,9
acb,26.283333333333335,3
acb,18.766666666666666,21
acb,20.066666666666666,15
acb,15.516666666666667,3
acb,16.566666666666666,4
acb,22.433333333333334,24
acb,29.033333333333335,6
acb,20.8,7
acb,31.083333333333332,25
acb,20.8,1
acb,27.416666666666668,8
acb,29.616666666666667,29
acb,27.966666666666665,25
acb,24.4,19
acb,27.683333333333334,12
acb,17.033333333333335,4
acb,27.683333333333334,19
acb,26.333333333333332,21
acb,24.733333333333334,17
acb,28.816666666666666,27
acb,29.916666666666668,7
acb,21.266666666666666,8
acb,14.183333333333334,4
acb,11.95,2
acb,19.4,3
acb,11.35,-2
acb,18.816666666666666,21
acb,5.283333333333333,-2
acb,8.366666666666667,1
acb,0.0,0
acb,3.35,-1
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,4.8,0
acb,5.3,-4
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,16.7,0
acb,14.216666666666667,6
acb,13.716666666666667,8
acb,14.716666666666667,-1
acb,17.133333333333333,4
acb,13.85,7
acb,17.733333333333334,12
